ViewID	SpeciesID	SubspeciesID	Family	Mnemonic	Genus	SpeciesName	Rank	Subspecies	Authority	IDLevel	subspMnemonic	subspAuthority	FieldFamily	Lifeform	Description	wsg	wsglevel	ListOfOldNames	Specimens	Reference
1	56	NULL	Fabaceae	AESAME	Aeschynomene	americana	NULL	NULL	(Poir.) Rudd	species	NULL	NULL	Fabaceae	NULL	NULL	0.678156	family	NULL	NULL	NULL
2	57	NULL	Euphorbiaceae	ALCFLO	Alchorneopsis	floribunda	NULL	NULL	(Benth.) Müll. Arg.	species	NULL	NULL	Euphorbiaceae	NULL	NULL	0.426667	species	NULL	NULL	NULL
3	58	NULL	Euphorbiaceae	ALCLAT	Alchornea	latifolia	NULL	NULL	Sw.	species	NULL	NULL	Euphorbiaceae	NULL	NULL	0.420263	species	NULL	NULL	NULL
4	59	NULL	Fabaceae-papilionoideae	ANDINE	Andira	inermis	NULL	NULL	(W. Wright) Kunth ex DC.	species	NULL	NULL	Fabaceae	NULL	NULL	0.641952	species	NULL	NULL	NULL
5	60	NULL	Rubiaceae	ANTOBT	Stenostomum	obtusifolium	NULL	NULL	(Urb.) Britton & P. Wilson	species	NULL	NULL	Rubiaceae	NULL	NULL	0.63564	family	NULL	NULL	NULL
6	61	NULL	Myrsinaceae	ARDGLA	Ardisia	glauciflora	NULL	NULL	Urb.	species	NULL	NULL	Myrsinaceae	NULL	NULL	0.56	species	NULL	NULL	NULL
7	62	NULL	Moraceae	ARTALT	Artocarpus	altilis	NULL	NULL	(Parkinson) Fosberg	species	NULL	NULL	Moraceae	NULL	NULL	0.424024	species	NULL	NULL	NULL
8	63	NULL	Lauraceae	BEIPEN	Beilschmiedia	pendula	NULL	NULL	(Sw.) Hemsl.	species	NULL	NULL	Lauraceae	NULL	NULL	0.507	species	NULL	NULL	NULL
9	64	NULL	Solanaceae	BRUPOR	Brunfelsia	portoricensis	NULL	NULL	Krug & Urb.	species	NULL	NULL	Solanaceae	NULL	NULL	0.783083	species	NULL	NULL	NULL
10	65	NULL	Combretaceae	BUCTET	Buchenavia	tetraphylla	NULL	NULL	(Aubl.) R.A. Howard	species	NULL	NULL	Combretaceae	NULL	NULL	0.619444	species	NULL	NULL	NULL
11	66	NULL	Malpighiaceae	BYRSPI	Byrsonima	spicata	NULL	NULL	(Cav.) DC.	species	NULL	NULL	Malpighiaceae	NULL	NULL	0.61373200000000006	species	NULL	NULL	NULL
12	67	NULL	Malpighiaceae	BYRWAD	Byrsonima	wadsworthii	NULL	NULL	Little	species	NULL	NULL	Malpighiaceae	NULL	NULL	0.580272	species	NULL	NULL	NULL
13	68	NULL	Clusiaceae	CALCAL	Calophyllum	brasiliense	NULL	NULL	Cambess.	species	NULL	NULL	Calophyllaceae	NULL	NULL	0.589067	species	NULL	NULL	NULL
14	69	NULL	Melastomataceae	CALSQU	Henriettea	squamulosum	NULL	NULL	(Cogn.) Judd	species	NULL	NULL	Melastomataceae	NULL	NULL	0.619966	genus	NULL	NULL	NULL
15	70	NULL	Salicaceae	CASARB	Casearia	arborea	NULL	NULL	(Rich.) Urb.	species	NULL	NULL	Salicaceae	NULL	NULL	0.573826	species	NULL	NULL	NULL
16	71	NULL	Salicaceae	CASDEC	Casearia	decandra	NULL	NULL	Jacq.	species	NULL	NULL	Salicaceae	NULL	NULL	0.667433	species	NULL	NULL	NULL
17	72	NULL	Salicaceae	CASGUI	Casearia	guianensis	NULL	NULL	(Aubl.) Urb.	species	NULL	NULL	Salicaceae	NULL	NULL	0.75481	species	NULL	NULL	NULL
18	73	NULL	Salicaceae	CASSYL	Casearia	sylvestris	NULL	NULL	Sw.	species	NULL	NULL	Salicaceae	NULL	NULL	0.703346	species	NULL	NULL	NULL
19	74	NULL	Urticaceae	CECSCH	Cecropia	schreberiana	NULL	NULL	Miq.	species	NULL	NULL	Urticaceae	NULL	NULL	0.262	species	NULL	NULL	NULL
20	75	NULL	Malvaceae	CEIPEN	Ceiba	pentandra	NULL	NULL	Gaertn.	species	NULL	NULL	Malvaceae	NULL	NULL	0.305149	species	NULL	NULL	NULL
21	76	NULL	Solanaceae	CESMAC	Cestrum	laurifolium	NULL	NULL	L'Hér.	species	NULL	NULL	Solanaceae	NULL	NULL	0.735971	genus	NULL	NULL	NULL
22	77	NULL	Oleaceae	CHIDOM	Chionanthus	domingensis	NULL	NULL	Lam.	species	NULL	NULL	Oleaceae	NULL	NULL	0.865	species	NULL	NULL	NULL
23	78	NULL	Rubiaceae	CHOVEN	Chione	venosa	NULL	NULL	(Sw.) Urb.	species	NULL	NULL	Rubiaceae	NULL	NULL	0.626141	species	NULL	NULL	NULL
24	79	NULL	Sapotaceae	CHRARG	Chrysophyllum	argenteum	NULL	NULL	Jacq.	species	NULL	NULL	Sapotaceae	NULL	NULL	0.764833	species	NULL	NULL	NULL
25	80	NULL	Lauraceae	CINELO	Cinnamomum	elongatum	NULL	NULL	(Nees) Kosterm.	species	NULL	NULL	Lauraceae	NULL	NULL	0.64	species	NULL	NULL	NULL
26	81	NULL	Lauraceae	CINMON	Cinnamomum	montanum	NULL	NULL	(Sw.) Bercht. & J. Presl	species	NULL	NULL	Lauraceae	NULL	NULL	0.56	species	NULL	NULL	NULL
27	82	NULL	Rutaceae	CITAUR	Citrus	X aurantium	NULL	NULL	L.	species	NULL	NULL	Rutaceae	NULL	NULL	0.6625	genus	NULL	NULL	NULL
28	83	NULL	Verbenaceae	CITCAU	Citharexylum	caudatum	NULL	NULL	L.	species	NULL	NULL	Verbenaceae	NULL	NULL	0.646687	species	NULL	NULL	NULL
29	84	NULL	Verbenaceae	CITFRU	Citharexylum	spinosum	NULL	NULL	L.	species	NULL	NULL	Verbenaceae	NULL	NULL	0.660086	genus	NULL	NULL	NULL
30	85	NULL	Asteraceae	CLIERO	Clibadium	erosum	NULL	NULL	(Sw.) DC.	species	NULL	NULL	Asteraceae	NULL	NULL	0.342031	species	NULL	NULL	NULL
31	86	NULL	Clusiaceae	CLUCLU	Clusia	clusioides	NULL	NULL	(Griseb.) D'Arcy	species	NULL	NULL	Clusiaceae	NULL	NULL	0.65	species	NULL	NULL	NULL
32	87	NULL	Clusiaceae	CLUROS	Clusia	rosea	NULL	NULL	Jacq.	species	NULL	NULL	Clusiaceae	NULL	NULL	0.624815	species	NULL	NULL	NULL
